GPSWeek,GPSTime,imu_lon,imu_lat,imu_altitude,headingAngle,v,cmd_v,car_v,shiftLevel,均值,方差,标准差,均方根误差
2284.0,96101.96,121.51384676,37.43432585,45.9,198.08,3.6216,4,3.703125,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96102.06,121.51384644,37.43432499,45.9,198.09,3.5964,4,3.71875,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96102.16,121.51384607,37.43432413,45.9,198.12,3.582,4,3.71875,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96102.26,121.51384574,37.43432325,45.89,198.16,3.6719999999999997,4,3.7578125,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96102.36,121.51384538,37.43432239,45.89,198.2,3.708,4,3.7578125,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96102.46,121.51384503,37.4343215,45.9,198.19,3.7908,4,3.7578125,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96102.56,121.51384469,37.43432061,45.89,198.19,3.7944,4,3.796875,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96102.66,121.51384431,37.43431971,45.89,198.24,3.8339999999999996,4,3.8359375,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96102.76,121.51384398,37.43431881,45.89,198.26,3.8376,4,3.8359375,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96102.86,121.51384361,37.43431791,45.89,198.31,3.7872,4,3.8359375,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96102.96,121.51384329,37.43431702,45.89,198.32,3.7908,4,3.8359375,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96103.06,121.51384294,37.43431613,45.89,198.37,3.8412,4,3.859375,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96103.16,121.51384259,37.43431525,45.89,198.4,3.7944,4,3.859375,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96103.26,121.51384226,37.43431436,45.89,198.38,3.7764,4,3.875,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96103.36,121.51384188,37.43431348,45.89,198.38,3.69,4,3.859375,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96103.46,121.51384153,37.43431257,45.89,198.35,3.830400000000002,4,3.875,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96103.56,121.51384112,37.43431168,45.89,198.43,3.8412,4,3.859375,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96103.66,121.51384077,37.43431076,45.89,198.44,3.8628,4,3.875,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96103.76,121.5138404,37.43430986,45.89,198.49,3.7404,4,3.890625,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96103.86,121.51384007,37.43430895,45.89,198.5,3.6972,4,3.859375,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96103.96,121.51383975,37.43430805,45.89,198.5,3.6864,4,3.859375,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96104.06,121.51383943,37.43430714,45.88,198.5,3.7188,4,3.875,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96104.16,121.51383909999998,37.43430624,45.88,198.49,3.6792,4,3.859375,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96104.26,121.51383872,37.43430535,45.88,198.55,3.7008,4,3.859375,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96104.36,121.51383837,37.43430445,45.88,198.5,3.6719999999999997,4,3.859375,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96104.46,121.51383799,37.43430356,45.88,198.56,3.6432,4,3.859375,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96104.56,121.51383763,37.43430267,45.88,198.53,3.5568,4,3.8359375,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96104.66,121.51383729,37.43430178,45.88,198.59,3.6972,4,3.8359375,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96104.76,121.51383695,37.43430088,45.88,198.65,3.7008,4,3.8203125,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96104.86,121.51383665,37.43429996,45.88,198.64,3.7332,4,3.796875,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96104.96,121.51383628,37.43429908,45.88,198.69,3.6612,4,3.796875,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96105.06,121.51383597,37.43429818,45.88,198.64,3.6972,4,3.78125,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96105.16,121.51383557,37.4342973,45.88,198.67,3.6576,4,3.7578125,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96105.26,121.51383524,37.43429641,45.88,198.65,3.6072,4,3.78125,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96105.36,121.51383486,37.43429553,45.88,198.7,3.5964,4,3.7421875,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96105.46,121.51383452,37.43429464,45.88,198.74,3.6252,4,3.7421875,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96105.56,121.51383419,37.43429376,45.88,198.75,3.5964,4,3.71875,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96105.66,121.51383385,37.43429288,45.88,198.8,3.636,4,3.71875,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96105.76,121.51383351,37.43429201,45.87,198.8,3.6,4,3.703125,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96105.86,121.51383314,37.43429113,45.87,198.86,3.5928,4,3.703125,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96105.96,121.51383279,37.43429026,45.87,198.86,3.6252,4,3.71875,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96106.06,121.51383242,37.43428937,45.87,198.92,3.6684,4,3.7421875,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96106.16,121.51383205,37.4342885,45.87,198.97,3.6792,4,3.7578125,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96106.26,121.51383171,37.43428761,45.87,198.97,3.6180000000000003,4,3.7421875,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96106.36,121.51383133,37.43428674,45.87,198.99,3.5568,4,3.78125,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96106.46,121.51383102,37.43428586,45.87,198.95,3.5784,4,3.796875,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96106.56,121.51383063,37.434284999999996,45.87,199.01,3.5639999999999996,4,3.796875,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96106.66,121.51383028,37.43428411,45.87,199.02,3.5928,4,3.796875,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96106.76,121.51382992,37.43428323,45.87,199.04,3.6396,4,3.8359375,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96106.86,121.51382955,37.43428233,45.87,199.09,3.7224,4,3.8203125,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96106.96,121.51382921,37.43428144,45.87,199.05,3.7332,4,3.796875,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96107.06,121.5138288,37.43428054,45.87,199.09,3.7188,4,3.8203125,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96107.16,121.51382845,37.43427964,45.87,199.04,3.6648,4,3.8359375,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96107.26,121.51382808,37.43427875,45.87,199.08,3.6324,4,3.8203125,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96107.36,121.5138277,37.43427787,45.87,199.1,3.6144,4,3.8203125,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96107.46,121.51382735,37.43427697,45.87,199.12,3.7044,4,3.8359375,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96107.56,121.51382696,37.43427609,45.87,199.16,3.7548,4,3.8203125,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96107.66,121.51382664,37.43427518,45.86,199.11,3.762,4,3.8359375,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96107.76,121.51382625,37.43427431,45.87,199.15,3.6684,4,3.8203125,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96107.86,121.51382591,37.43427342,45.86,199.12,3.6504,4,3.796875,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96107.96,121.51382552,37.43427253,45.86,199.19,3.7512,4,3.796875,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96108.06,121.51382514,37.43427165,45.86,199.24,3.7008,4,3.8203125,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96108.16,121.51382478,37.43427076,45.86,199.25,3.7260000000000004,4,3.78125,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96108.26,121.51382438,37.4342699,45.86,199.32,3.7152,4,3.7578125,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96108.36,121.51382403,37.43426902,45.86,199.26,3.762,4,3.7578125,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96108.46,121.51382365,37.43426815,45.86,199.32,3.8339999999999996,4,3.78125,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96108.57,121.51382327,37.43426718,45.86,199.34,3.7728,4,3.7578125,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96108.66,121.51382294,37.43426637,45.86,199.38,3.7548,4,3.7421875,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96108.76,121.51382257,37.43426549,45.86,199.44,3.6144,4,3.7421875,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96108.86,121.51382225,37.4342646,45.86,199.41,3.6648,4,3.71875,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96108.96,121.51382186,37.43426375,45.86,199.45,3.6719999999999997,4,3.703125,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96109.06,121.51382152,37.43426288,45.86,199.39,3.6828,4,3.703125,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96109.16,121.51382109999999,37.43426205,45.86,199.44,3.6684,4,3.71875,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96109.26,121.51382074,37.4342612,45.86,199.46,3.5496,4,3.71875,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96109.36,121.51382035,37.43426034,45.86,199.53,3.6,4,3.71875,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96109.46,121.51381999,37.43425946,45.86,199.6,3.6576,4,3.7421875,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96109.55,121.51381969,37.43425867,45.85,199.62,3.7476,4,3.78125,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96109.66,121.51381934,37.43425768,45.85,199.69,3.7584,4,3.796875,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96109.76,121.51381898,37.4342568,45.85,199.68,3.7152,4,3.796875,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96109.86,121.5138186,37.43425592,45.85,199.71,3.6719999999999997,4,3.8203125,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96109.96,121.51381823,37.43425503,45.85,199.7,3.6432,4,3.8359375,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96110.06,121.51381785,37.43425415,45.85,199.74,3.6468,4,3.875,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96110.16,121.51381745,37.43425327,45.85,199.8,3.7548,4,3.859375,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96110.26,121.51381709999998,37.43425237,45.85,199.79,3.8268,4,3.875,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96110.36,121.5138167,37.43425148,45.85,199.82,3.9204,4,3.875,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96110.46,121.51381634,37.43425058,45.85,199.79,3.830400000000002,4,3.890625,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96110.56,121.51381592,37.43424968,45.85,199.84,3.8664000000000014,4,3.9296875,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96110.66,121.51381552,37.43424877,45.85,199.84,3.852,4,3.9140625,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96110.76,121.51381509,37.43424786,45.85,199.92,3.924,4,3.9296875,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96110.86,121.51381469,37.43424695,45.84,199.96,3.9348,4,3.953125,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96110.96,121.51381427,37.43424604,45.84,200.01,4.0284,4,3.9296875,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
2284.0,96111.06,121.51381387,37.43424513,45.84,200.04,4.0428,4,3.96875,3,3.8490446748350613,0.04067077610029487,0.20166996826571593,0.2519092818773203
